geocode,variablename,year,rank,value,country,region,commonwealth
MLI,Peace and Security,2011,126,49.6,Mali,Sub-Saharan Africa ,
MLI,Political Participation,2011,108,46.29,Mali,Sub-Saharan Africa ,
MLI,Civic Participation,2012,129,31.46,Mali,Sub-Saharan Africa ,
MLI,Education,2012,150,5.99,Mali,Sub-Saharan Africa ,
MLI,Employment and Opportunity,2012,135,42.88,Mali,Sub-Saharan Africa ,
MLI,Equality of Opportunity,2012,146,44.5,Mali,Sub-Saharan Africa ,
MLI,Health and Wellbeing,2012,120,55.78,Mali,Sub-Saharan Africa ,
MLI,Peace and Security,2012,144,36.72,Mali,Sub-Saharan Africa ,
MLI,Political Participation,2012,114,44.06,Mali,Sub-Saharan Africa ,
MLI,Civic Participation,2013,133,32.67,Mali,Sub-Saharan Africa ,
MLI,Education,2013,149,6.03,Mali,Sub-Saharan Africa ,
MLI,Employment and Opportunity,2013,135,42,Mali,Sub-Saharan Africa ,
MLI,Equality of Opportunity,2013,138,47.52,Mali,Sub-Saharan Africa ,
MLI,Health and Wellbeing,2013,120,56.26,Mali,Sub-Saharan Africa ,
MLI,Peace and Security,2013,140,37.18,Mali,Sub-Saharan Africa ,
MLI,Political Participation,2013,109,45.84,Mali,Sub-Saharan Africa ,
MLI,Civic Participation,2014,133,30.81,Mali,Sub-Saharan Africa ,
MLI,Education,2014,149,6.38,Mali,Sub-Saharan Africa ,
MLI,Employment and Opportunity,2014,134,41.66,Mali,Sub-Saharan Africa ,
MLI,Equality of Opportunity,2014,136,49.35,Mali,Sub-Saharan Africa ,
MLI,Health and Wellbeing,2014,116,58.34,Mali,Sub-Saharan Africa ,
MLI,Peace and Security,2014,147,31.36,Mali,Sub-Saharan Africa ,
MLI,Political Participation,2014,109,46.73,Mali,Sub-Saharan Africa ,
MLI,Civic Participation,2015,95,42.73,Mali,Sub-Saharan Africa ,
MLI,Education,2015,151,6.02,Mali,Sub-Saharan Africa ,
MLI,Employment and Opportunity,2015,151,35.05,Mali,Sub-Saharan Africa ,
MLI,Equality of Opportunity,2015,153,39.86,Mali,Sub-Saharan Africa ,
MLI,Health and Wellbeing,2015,119,58.77,Mali,Sub-Saharan Africa ,
MLI,Peace and Security,2015,148,28.67,Mali,Sub-Saharan Africa ,
MLI,Political Participation,2015,108,47.62,Mali,Sub-Saharan Africa ,
MLI,Civic Participation,2016,108,40.55,Mali,Sub-Saharan Africa ,
MLI,Education,2016,151,6.22,Mali,Sub-Saharan Africa ,
MLI,Employment and Opportunity,2016,160,24.95,Mali,Sub-Saharan Africa ,
MLI,Equality of Opportunity,2016,142,46.29,Mali,Sub-Saharan Africa ,
MLI,Health and Wellbeing,2016,122,58.09,Mali,Sub-Saharan Africa ,
MLI,Peace and Security,2016,146,30.61,Mali,Sub-Saharan Africa ,
MLI,Political Participation,2016,108,44.95,Mali,Sub-Saharan Africa ,
MLI,Civic Participation,2017,73,50.15,Mali,Sub-Saharan Africa ,
MLI,Education,2017,151,5.99,Mali,Sub-Saharan Africa ,
MLI,Employment and Opportunity,2017,158,29.49,Mali,Sub-Saharan Africa ,
MLI,Equality of Opportunity,2017,134,49.71,Mali,Sub-Saharan Africa ,
MLI,Health and Wellbeing,2017,124,56.99,Mali,Sub-Saharan Africa ,
MLI,Peace and Security,2017,146,31.18,Mali,Sub-Saharan Africa ,
MLI,Political Participation,2017,82,57.4,Mali,Sub-Saharan Africa ,
MLI,Civic Participation,2018,84,45.56,Mali,Sub-Saharan Africa ,
MLI,Education,2018,151,5.91,Mali,Sub-Saharan Africa ,
MLI,Employment and Opportunity,2018,157,32.71,Mali,Sub-Saharan Africa ,
MLI,Equality of Opportunity,2018,143,47.3,Mali,Sub-Saharan Africa ,
MLI,Health and Wellbeing,2018,128,55.19,Mali,Sub-Saharan Africa ,
MLI,Peace and Security,2018,145,31.93,Mali,Sub-Saharan Africa ,
MLI,Political Participation,2018,89,52.06,Mali,Sub-Saharan Africa ,
MLT,Civic Participation,2010,72,43.67,Malta,Middle East and North Africa,1
MLT,Education,2010,32,83.65,Malta,Middle East and North Africa,1
MLT,Employment and Opportunity,2010,14,82.15,Malta,Middle East and North Africa,1
MLT,Equality of Opportunity,2010,86,69.76,Malta,Middle East and North Africa,1
MLT,Health and Wellbeing,2010,5,92.93,Malta,Middle East and North Africa,1
MLT,Peace and Security,2010,22,88.67,Malta,Middle East and North Africa,1
MLT,Political Participation,2010,109,45.78,Malta,Middle East and North Africa,1
MLT,Civic Participation,2011,79,42.13,Malta,Middle East and North Africa,1
MLT,Education,2011,36,82.07,Malta,Middle East and North Africa,1
MLT,Employment and Opportunity,2011,17,81.69,Malta,Middle East and North Africa,1
MLT,Equality of Opportunity,2011,87,70.65,Malta,Middle East and North Africa,1
MLT,Health and Wellbeing,2011,2,95.46,Malta,Middle East and North Africa,1
MLT,Peace and Security,2011,17,89.02,Malta,Middle East and North Africa,1
MLT,Political Participation,2011,107,47.11,Malta,Middle East and North Africa,1
MLT,Civic Participation,2012,79,44.19,Malta,Middle East and North Africa,1
MLT,Education,2012,35,82.28,Malta,Middle East and North Africa,1
MLT,Employment and Opportunity,2012,17,80.82,Malta,Middle East and North Africa,1
MLT,Equality of Opportunity,2012,77,73.21,Malta,Middle East and North Africa,1
MLT,Health and Wellbeing,2012,2,95.96,Malta,Middle East and North Africa,1
MLT,Peace and Security,2012,26,89.08,Malta,Middle East and North Africa,1
MLT,Political Participation,2012,100,48.44,Malta,Middle East and North Africa,1
MLT,Civic Participation,2013,55,51.48,Malta,Middle East and North Africa,1
MLT,Education,2013,35,82.38,Malta,Middle East and North Africa,1
MLT,Employment and Opportunity,2013,16,81.99,Malta,Middle East and North Africa,1
MLT,Equality of Opportunity,2013,97,65.42,Malta,Middle East and North Africa,1
MLT,Health and Wellbeing,2013,2,96.96,Malta,Middle East and North Africa,1
MLT,Peace and Security,2013,26,89.17,Malta,Middle East and North Africa,1
MLT,Political Participation,2013,90,51.11,Malta,Middle East and North Africa,1
MLT,Civic Participation,2014,20,64.22,Malta,Middle East and North Africa,1
MLT,Education,2014,34,82.53,Malta,Middle East and North Africa,1
MLT,Employment and Opportunity,2014,14,82.21,Malta,Middle East and North Africa,1
MLT,Equality of Opportunity,2014,51,78.29,Malta,Middle East and North Africa,1
MLT,Health and Wellbeing,2014,2,98,Malta,Middle East and North Africa,1
MLT,Peace and Security,2014,20,90.47,Malta,Middle East and North Africa,1
MLT,Political Participation,2014,87,53.78,Malta,Middle East and North Africa,1
MLT,Civic Participation,2015,57,54.6,Malta,Middle East and North Africa,1
MLT,Education,2015,34,82.7,Malta,Middle East and North Africa,1
MLT,Employment and Opportunity,2015,15,82.68,Malta,Middle East and North Africa,1
MLT,Equality of Opportunity,2015,85,72.01,Malta,Middle East and North Africa,1
MLT,Health and Wellbeing,2015,2,97.64,Malta,Middle East and North Africa,1
MLT,Peace and Security,2015,24,90.76,Malta,Middle East and North Africa,1
MLT,Political Participation,2015,85,54.67,Malta,Middle East and North Africa,1
MLT,Civic Participation,2016,29,62,Malta,Middle East and North Africa,1
MLT,Education,2016,34,82.93,Malta,Middle East and North Africa,1
MLT,Employment and Opportunity,2016,14,85.2,Malta,Middle East and North Africa,1
MLT,Equality of Opportunity,2016,56,78.08,Malta,Middle East and North Africa,1
MLT,Health and Wellbeing,2016,3,96.03,Malta,Middle East and North Africa,1
MLT,Peace and Security,2016,22,90.62,Malta,Middle East and North Africa,1
MLT,Political Participation,2016,83,55.56,Malta,Middle East and North Africa,1
MLT,Civic Participation,2017,32,62.68,Malta,Middle East and North Africa,1
MLT,Education,2017,34,83.03,Malta,Middle East and North Africa,1
MLT,Employment and Opportunity,2017,14,85.94,Malta,Middle East and North Africa,1
MLT,Equality of Opportunity,2017,58,76.78,Malta,Middle East and North Africa,1
MLT,Health and Wellbeing,2017,2,95.39,Malta,Middle East and North Africa,1
MLT,Peace and Security,2017,24,90.28,Malta,Middle East and North Africa,1
MLT,Political Participation,2017,90,52,Malta,Middle East and North Africa,1
MLT,Civic Participation,2018,42,56.01,Malta,Middle East and North Africa,1
MLT,Education,2018,34,83.12,Malta,Middle East and North Africa,1
MLT,Employment and Opportunity,2018,11,87.49,Malta,Middle East and North Africa,1
MLT,Equality of Opportunity,2018,61,76.32,Malta,Middle East and North Africa,1
MLT,Health and Wellbeing,2018,4,95.84,Malta,Middle East and North Africa,1
MLT,Peace and Security,2018,20,90.57,Malta,Middle East and North Africa,1
MLT,Political Participation,2018,106,46.67,Malta,Middle East and North Africa,1
MMR,Civic Participation,2010,31,56.98,Myanmar,East Asia and Pacific,
MMR,Education,2010,113,38.74,Myanmar,East Asia and Pacific,
MMR,Employment and Opportunity,2010,53,62.82,Myanmar,East Asia and Pacific,
MMR,Equality of Opportunity,2010,26,82.79,Myanmar,East Asia and Pacific,
MMR,Health and Wellbeing,2010,118,54.21,Myanmar,East Asia and Pacific,
MMR,Peace and Security,2010,140,42.61,Myanmar,East Asia and Pacific,
MMR,Political Participation,2010,161,6.54,Myanmar,East Asia and Pacific,
MMR,Civic Participation,2011,32,56.98,Myanmar,East Asia and Pacific,
MMR,Education,2011,119,37.93,Myanmar,East Asia and Pacific,
MMR,Employment and Opportunity,2011,55,62.91,Myanmar,East Asia and Pacific,
MMR,Equality of Opportunity,2011,20,82.87,Myanmar,East Asia and Pacific,
MMR,Health and Wellbeing,2011,120,55.09,Myanmar,East Asia and Pacific,
MMR,Peace and Security,2011,142,38.57,Myanmar,East Asia and Pacific,
MMR,Political Participation,2011,161,6.54,Myanmar,East Asia and Pacific,
MMR,Civic Participation,2012,28,56.98,Myanmar,East Asia and Pacific,
MMR,Education,2012,121,37.12,Myanmar,East Asia and Pacific,
MMR,Employment and Opportunity,2012,52,63.01,Myanmar,East Asia and Pacific,
MMR,Equality of Opportunity,2012,32,82.35,Myanmar,East Asia and Pacific,
MMR,Health and Wellbeing,2012,114,57.73,Myanmar,East Asia and Pacific,
MMR,Peace and Security,2012,141,37.54,Myanmar,East Asia and Pacific,
MMR,Political Participation,2012,161,6.54,Myanmar,East Asia and Pacific,
MMR,Civic Participation,2013,14,65.24,Myanmar,East Asia and Pacific,
MMR,Education,2013,122,36.31,Myanmar,East Asia and Pacific,
MMR,Employment and Opportunity,2013,53,63.06,Myanmar,East Asia and Pacific,
MMR,Equality of Opportunity,2013,44,77.97,Myanmar,East Asia and Pacific,
MMR,Health and Wellbeing,2013,110,63.14,Myanmar,East Asia and Pacific,
MMR,Peace and Security,2013,139,38.08,Myanmar,East Asia and Pacific,
MMR,Political Participation,2013,161,11.87,Myanmar,East Asia and Pacific,
MMR,Civic Participation,2014,1,86.08,Myanmar,East Asia and Pacific,
MMR,Education,2014,124,35.5,Myanmar,East Asia and Pacific,
MMR,Employment and Opportunity,2014,54,63.12,Myanmar,East Asia and Pacific,
MMR,Equality of Opportunity,2014,23,84.33,Myanmar,East Asia and Pacific,
MMR,Health and Wellbeing,2014,105,65.56,Myanmar,East Asia and Pacific,
MMR,Peace and Security,2014,141,39.1,Myanmar,East Asia and Pacific,
MMR,Political Participation,2014,159,13.65,Myanmar,East Asia and Pacific,
MMR,Civic Participation,2015,4,77.02,Myanmar,East Asia and Pacific,
MMR,Education,2015,125,35.22,Myanmar,East Asia and Pacific,
MMR,Employment and Opportunity,2015,58,63.02,Myanmar,East Asia and Pacific,
MMR,Equality of Opportunity,2015,25,83.53,Myanmar,East Asia and Pacific,
MMR,Health and Wellbeing,2015,104,66.32,Myanmar,East Asia and Pacific,
MMR,Peace and Security,2015,140,39.78,Myanmar,East Asia and Pacific,
MMR,Political Participation,2015,156,15.43,Myanmar,East Asia and Pacific,
MMR,Civic Participation,2016,2,81.32,Myanmar,East Asia and Pacific,
MMR,Education,2016,127,34.94,Myanmar,East Asia and Pacific,
MMR,Employment and Opportunity,2016,59,62.9,Myanmar,East Asia and Pacific,
MMR,Equality of Opportunity,2016,39,81.23,Myanmar,East Asia and Pacific,
MMR,Health and Wellbeing,2016,104,67.53,Myanmar,East Asia and Pacific,
MMR,Peace and Security,2016,133,42.13,Myanmar,East Asia and Pacific,
MMR,Political Participation,2016,161,7.43,Myanmar,East Asia and Pacific,
MMR,Civic Participation,2017,10,69.72,Myanmar,East Asia and Pacific,
MMR,Education,2017,127,35.57,Myanmar,East Asia and Pacific,
MMR,Employment and Opportunity,2017,65,62.7,Myanmar,East Asia and Pacific,
MMR,Equality of Opportunity,2017,69,74.89,Myanmar,East Asia and Pacific,
MMR,Health and Wellbeing,2017,104,67.32,Myanmar,East Asia and Pacific,
MMR,Peace and Security,2017,98,63.15,Myanmar,East Asia and Pacific,
MMR,Political Participation,2017,161,6.54,Myanmar,East Asia and Pacific,
MMR,Civic Participation,2018,25,61.39,Myanmar,East Asia and Pacific,
MMR,Education,2018,129,35.57,Myanmar,East Asia and Pacific,
MMR,Employment and Opportunity,2018,57,65.86,Myanmar,East Asia and Pacific,
MMR,Equality of Opportunity,2018,95,68.49,Myanmar,East Asia and Pacific,
MMR,Health and Wellbeing,2018,107,66.2,Myanmar,East Asia and Pacific,
MMR,Peace and Security,2018,101,61.83,Myanmar,East Asia and Pacific,
MMR,Political Participation,2018,161,5.65,Myanmar,East Asia and Pacific,
MNE,Civic Participation,2010,146,22.53,Montenegro,Europe and Central Asia,
MNE,Education,2010,39,78.75,Montenegro,Europe and Central Asia,
MNE,Employment and Opportunity,2010,96,52.18,Montenegro,Europe and Central Asia,
MNE,Equality of Opportunity,2010,8,87.22,Montenegro,Europe and Central Asia,
MNE,Health and Wellbeing,2010,22,88.82,Montenegro,Europe and Central Asia,
MNE,Peace and Security,2010,47,79.4,Montenegro,Europe and Central Asia,
MNE,Political Participation,2010,154,21.1,Montenegro,Europe and Central Asia,
MNE,Civic Participation,2011,151,21.74,Montenegro,Europe and Central Asia,
MNE,Education,2011,47,77.61,Montenegro,Europe and Central Asia,
MNE,Employment and Opportunity,2011,97,52.2,Montenegro,Europe and Central Asia,
MNE,Equality of Opportunity,2011,4,88.51,Montenegro,Europe and Central Asia,
MNE,Health and Wellbeing,2011,25,87.81,Montenegro,Europe and Central Asia,
MNE,Peace and Security,2011,46,78.65,Montenegro,Europe and Central Asia,
MNE,Political Participation,2011,153,19.92,Montenegro,Europe and Central Asia,
MNE,Civic Participation,2012,132,29.9,Montenegro,Europe and Central Asia,
MNE,Education,2012,47,77.55,Montenegro,Europe and Central Asia,
MNE,Employment and Opportunity,2012,105,50.85,Montenegro,Europe and Central Asia,
MNE,Equality of Opportunity,2012,16,85.47,Montenegro,Europe and Central Asia,
MNE,Health and Wellbeing,2012,32,86.34,Montenegro,Europe and Central Asia,
MNE,Peace and Security,2012,46,79.44,Montenegro,Europe and Central Asia,
MNE,Political Participation,2012,153,18.73,Montenegro,Europe and Central Asia,
MNE,Civic Participation,2013,149,25.46,Montenegro,Europe and Central Asia,
MNE,Education,2013,49,77.5,Montenegro,Europe and Central Asia,
MNE,Employment and Opportunity,2013,101,51.84,Montenegro,Europe and Central Asia,
MNE,Equality of Opportunity,2013,20,83.75,Montenegro,Europe and Central Asia,
MNE,Health and Wellbeing,2013,43,85.14,Montenegro,Europe and Central Asia,
MNE,Peace and Security,2013,47,79.75,Montenegro,Europe and Central Asia,
MNE,Political Participation,2013,149,23.17,Montenegro,Europe and Central Asia,
MNE,Civic Participation,2014,143,26.53,Montenegro,Europe and Central Asia,
MNE,Education,2014,50,77.46,Montenegro,Europe and Central Asia,
MNE,Employment and Opportunity,2014,85,55.5,Montenegro,Europe and Central Asia,
MNE,Equality of Opportunity,2014,7,89.59,Montenegro,Europe and Central Asia,
MNE,Health and Wellbeing,2014,30,87.86,Montenegro,Europe and Central Asia,
MNE,Peace and Security,2014,47,80.12,Montenegro,Europe and Central Asia,
MNE,Political Participation,2014,148,23.62,Montenegro,Europe and Central Asia,
MNE,Civic Participation,2015,120,36.7,Montenegro,Europe and Central Asia,
MNE,Education,2015,50,77.41,Montenegro,Europe and Central Asia,
MNE,Employment and Opportunity,2015,99,53.5,Montenegro,Europe and Central Asia,
MNE,Equality of Opportunity,2015,20,84.58,Montenegro,Europe and Central Asia,
MNE,Health and Wellbeing,2015,43,85.75,Montenegro,Europe and Central Asia,
MNE,Peace and Security,2015,47,80.46,Montenegro,Europe and Central Asia,
MNE,Political Participation,2015,148,24.06,Montenegro,Europe and Central Asia,
MNE,Civic Participation,2016,112,39.79,Montenegro,Europe and Central Asia,
MNE,Education,2016,53,77.05,Montenegro,Europe and Central Asia,
MNE,Employment and Opportunity,2016,95,54.8,Montenegro,Europe and Central Asia,
MNE,Equality of Opportunity,2016,42,80.39,Montenegro,Europe and Central Asia,
MNE,Health and Wellbeing,2016,30,88.28,Montenegro,Europe and Central Asia,
MNE,Peace and Security,2016,42,81.79,Montenegro,Europe and Central Asia,
MNE,Political Participation,2016,142,28.51,Montenegro,Europe and Central Asia,
MNE,Civic Participation,2017,116,38.83,Montenegro,Europe and Central Asia,
MNE,Education,2017,54,76.93,Montenegro,Europe and Central Asia,
MNE,Employment and Opportunity,2017,82,58.36,Montenegro,Europe and Central Asia,
MNE,Equality of Opportunity,2017,11,88.65,Montenegro,Europe and Central Asia,
MNE,Health and Wellbeing,2017,30,88.41,Montenegro,Europe and Central Asia,
MNE,Peace and Security,2017,48,80.98,Montenegro,Europe and Central Asia,
MNE,Political Participation,2017,142,28.51,Montenegro,Europe and Central Asia,
MNE,Civic Participation,2018,123,36.41,Montenegro,Europe and Central Asia,
MNE,Education,2018,53,76.9,Montenegro,Europe and Central Asia,
MNE,Employment and Opportunity,2018,75,60.12,Montenegro,Europe and Central Asia,
MNE,Equality of Opportunity,2018,20,84.61,Montenegro,Europe and Central Asia,
MNE,Health and Wellbeing,2018,37,87.74,Montenegro,Europe and Central Asia,
MNE,Peace and Security,2018,47,82.11,Montenegro,Europe and Central Asia,
MNE,Political Participation,2018,146,25.84,Montenegro,Europe and Central Asia,
MNG,Civic Participation,2010,90,40.61,Mongolia,East Asia and Pacific,
MNG,Education,2010,89,66.17,Mongolia,East Asia and Pacific,
MNG,Employment and Opportunity,2010,37,70.76,Mongolia,East Asia and Pacific,
MNG,Equality of Opportunity,2010,11,85.5,Mongolia,East Asia and Pacific,
MNG,Health and Wellbeing,2010,105,63.24,Mongolia,East Asia and Pacific,
MNG,Peace and Security,2010,135,43.43,Mongolia,East Asia and Pacific,
MNG,Political Participation,2010,43,66.67,Mongolia,East Asia and Pacific,
MNG,Civic Participation,2011,90,40.5,Mongolia,East Asia and Pacific,
MNG,Education,2011,90,66.2,Mongolia,East Asia and Pacific,
MNG,Employment and Opportunity,2011,32,73.49,Mongolia,East Asia and Pacific,
MNG,Equality of Opportunity,2011,18,83.23,Mongolia,East Asia and Pacific,
MNG,Health and Wellbeing,2011,105,64.44,Mongolia,East Asia and Pacific,
MNG,Peace and Security,2011,83,65.48,Mongolia,East Asia and Pacific,
MNG,Political Participation,2011,41,66.67,Mongolia,East Asia and Pacific,
MNG,Civic Participation,2012,72,45.99,Mongolia,East Asia and Pacific,
MNG,Education,2012,89,66.23,Mongolia,East Asia and Pacific,
MNG,Employment and Opportunity,2012,29,74.67,Mongolia,East Asia and Pacific,
MNG,Equality of Opportunity,2012,50,78.55,Mongolia,East Asia and Pacific,
MNG,Health and Wellbeing,2012,105,64.06,Mongolia,East Asia and Pacific,
MNG,Peace and Security,2012,107,55.72,Mongolia,East Asia and Pacific,
MNG,Political Participation,2012,39,66.67,Mongolia,East Asia and Pacific,
MNG,Civic Participation,2013,45,53.87,Mongolia,East Asia and Pacific,
MNG,Education,2013,88,66.27,Mongolia,East Asia and Pacific,
MNG,Employment and Opportunity,2013,34,74.17,Mongolia,East Asia and Pacific,
MNG,Equality of Opportunity,2013,62,75.37,Mongolia,East Asia and Pacific,
MNG,Health and Wellbeing,2013,106,64.41,Mongolia,East Asia and Pacific,
MNG,Peace and Security,2013,65,72.71,Mongolia,East Asia and Pacific,
MNG,Political Participation,2013,28,72,Mongolia,East Asia and Pacific,
MNG,Civic Participation,2014,77,45.37,Mongolia,East Asia and Pacific,
MNG,Education,2014,88,66.3,Mongolia,East Asia and Pacific,
MNG,Employment and Opportunity,2014,29,75.54,Mongolia,East Asia and Pacific,
MNG,Equality of Opportunity,2014,41,80.38,Mongolia,East Asia and Pacific,
MNG,Health and Wellbeing,2014,106,65.52,Mongolia,East Asia and Pacific,
MNG,Peace and Security,2014,62,74.27,Mongolia,East Asia and Pacific,
MNG,Political Participation,2014,27,73.33,Mongolia,East Asia and Pacific,
MNG,Civic Participation,2015,49,56.11,Mongolia,East Asia and Pacific,
MNG,Education,2015,89,66.33,Mongolia,East Asia and Pacific,
MNG,Employment and Opportunity,2015,34,75.01,Mongolia,East Asia and Pacific,
MNG,Equality of Opportunity,2015,37,81.34,Mongolia,East Asia and Pacific,
MNG,Health and Wellbeing,2015,107,65.12,Mongolia,East Asia and Pacific,
MNG,Peace and Security,2015,60,73.31,Mongolia,East Asia and Pacific,
MNG,Political Participation,2015,27,74.67,Mongolia,East Asia and Pacific,
MNG,Civic Participation,2016,42,57.07,Mongolia,East Asia and Pacific,
MNG,Education,2016,90,66.37,Mongolia,East Asia and Pacific,
MNG,Employment and Opportunity,2016,49,67.83,Mongolia,East Asia and Pacific,
MNG,Equality of Opportunity,2016,33,82.01,Mongolia,East Asia and Pacific,
MNG,Health and Wellbeing,2016,107,66.36,Mongolia,East Asia and Pacific,
MNG,Peace and Security,2016,58,75.84,Mongolia,East Asia and Pacific,
MNG,Political Participation,2016,28,73.78,Mongolia,East Asia and Pacific,
MNG,Civic Participation,2017,53,55.26,Mongolia,East Asia and Pacific,
MNG,Education,2017,91,66.4,Mongolia,East Asia and Pacific,
MNG,Employment and Opportunity,2017,49,68.88,Mongolia,East Asia and Pacific,
MNG,Equality of Opportunity,2017,72,74.71,Mongolia,East Asia and Pacific,
MNG,Health and Wellbeing,2017,107,65.86,Mongolia,East Asia and Pacific,
MNG,Peace and Security,2017,65,76.16,Mongolia,East Asia and Pacific,
MNG,Political Participation,2017,25,72.89,Mongolia,East Asia and Pacific,
MNG,Civic Participation,2018,62,50.58,Mongolia,East Asia and Pacific,
MNG,Education,2018,92,66.43,Mongolia,East Asia and Pacific,
MNG,Employment and Opportunity,2018,48,70.02,Mongolia,East Asia and Pacific,
MNG,Equality of Opportunity,2018,88,69.97,Mongolia,East Asia and Pacific,
MNG,Health and Wellbeing,2018,106,66.99,Mongolia,East Asia and Pacific,
MNG,Peace and Security,2018,65,76.08,Mongolia,East Asia and Pacific,
MNG,Political Participation,2018,35,70.22,Mongolia,East Asia and Pacific,
MOZ,Civic Participation,2010,76,42.82,Mozambique,Sub-Saharan Africa ,1
MOZ,Education,2010,153,3.46,Mozambique,Sub-Saharan Africa ,1
MOZ,Employment and Opportunity,2010,134,43.72,Mozambique,Sub-Saharan Africa ,1
MOZ,Equality of Opportunity,2010,144,41.61,Mozambique,Sub-Saharan Africa ,1
MOZ,Health and Wellbeing,2010,154,19.11,Mozambique,Sub-Saharan Africa ,1
MOZ,Peace and Security,2010,98,59.92,Mozambique,Sub-Saharan Africa ,1
MOZ,Political Participation,2010,77,57.27,Mozambique,Sub-Saharan Africa ,1
MOZ,Civic Participation,2011,80,42.11,Mozambique,Sub-Saharan Africa ,1
MOZ,Education,2011,154,4.35,Mozambique,Sub-Saharan Africa ,1
MOZ,Employment and Opportunity,2011,132,44.08,Mozambique,Sub-Saharan Africa ,1
MOZ,Equality of Opportunity,2011,140,47.13,Mozambique,Sub-Saharan Africa ,1
MOZ,Health and Wellbeing,2011,154,19.62,Mozambique,Sub-Saharan Africa ,1
MOZ,Peace and Security,2011,98,61.84,Mozambique,Sub-Saharan Africa ,1
MOZ,Political Participation,2011,77,57.78,Mozambique,Sub-Saharan Africa ,1
MOZ,Civic Participation,2012,78,44.36,Mozambique,Sub-Saharan Africa ,1
MOZ,Education,2012,153,5.14,Mozambique,Sub-Saharan Africa ,1
MOZ,Employment and Opportunity,2012,130,44.77,Mozambique,Sub-Saharan Africa ,1
MOZ,Equality of Opportunity,2012,138,47.12,Mozambique,Sub-Saharan Africa ,1
MOZ,Health and Wellbeing,2012,156,18.67,Mozambique,Sub-Saharan Africa ,1
MOZ,Peace and Security,2012,95,61.21,Mozambique,Sub-Saharan Africa ,1
MOZ,Political Participation,2012,74,58.29,Mozambique,Sub-Saharan Africa ,1
MOZ,Civic Participation,2013,77,46.62,Mozambique,Sub-Saharan Africa ,1
MOZ,Education,2013,148,7.37,Mozambique,Sub-Saharan Africa ,1
MOZ,Employment and Opportunity,2013,131,45.07,Mozambique,Sub-Saharan Africa ,1
MOZ,Equality of Opportunity,2013,142,46.68,Mozambique,Sub-Saharan Africa ,1
MOZ,Health and Wellbeing,2013,156,17.76,Mozambique,Sub-Saharan Africa ,1
MOZ,Peace and Security,2013,118,51.15,Mozambique,Sub-Saharan Africa ,1
MOZ,Political Participation,2013,72,58.79,Mozambique,Sub-Saharan Africa ,1
MOZ,Civic Participation,2014,68,48.87,Mozambique,Sub-Saharan Africa ,1
MOZ,Education,2014,147,8.13,Mozambique,Sub-Saharan Africa ,1
MOZ,Employment and Opportunity,2014,131,45.38,Mozambique,Sub-Saharan Africa ,1
MOZ,Equality of Opportunity,2014,145,45.75,Mozambique,Sub-Saharan Africa ,1
MOZ,Health and Wellbeing,2014,157,16.86,Mozambique,Sub-Saharan Africa ,1
MOZ,Peace and Security,2014,112,53.71,Mozambique,Sub-Saharan Africa ,1
MOZ,Political Participation,2014,72,59.3,Mozambique,Sub-Saharan Africa ,1
MOZ,Civic Participation,2015,70,51.12,Mozambique,Sub-Saharan Africa ,1
MOZ,Education,2015,146,9.04,Mozambique,Sub-Saharan Africa ,1
MOZ,Employment and Opportunity,2015,131,45.43,Mozambique,Sub-Saharan Africa ,1
MOZ,Equality of Opportunity,2015,145,44.26,Mozambique,Sub-Saharan Africa ,1
MOZ,Health and Wellbeing,2015,157,15.94,Mozambique,Sub-Saharan Africa ,1
MOZ,Peace and Security,2015,101,59.18,Mozambique,Sub-Saharan Africa ,1
MOZ,Political Participation,2015,72,59.81,Mozambique,Sub-Saharan Africa ,1
MOZ,Civic Participation,2016,57,53.97,Mozambique,Sub-Saharan Africa ,1
MOZ,Education,2016,146,9.48,Mozambique,Sub-Saharan Africa ,1
MOZ,Employment and Opportunity,2016,130,45.71,Mozambique,Sub-Saharan Africa ,1
MOZ,Equality of Opportunity,2016,141,46.44,Mozambique,Sub-Saharan Africa ,1
MOZ,Health and Wellbeing,2016,158,16.2,Mozambique,Sub-Saharan Africa ,1
MOZ,Peace and Security,2016,121,50.26,Mozambique,Sub-Saharan Africa ,1
MOZ,Political Participation,2016,71,59.81,Mozambique,Sub-Saharan Africa ,1
MOZ,Civic Participation,2017,46,56.82,Mozambique,Sub-Saharan Africa ,1
MOZ,Education,2017,146,9.93,Mozambique,Sub-Saharan Africa ,1
MOZ,Employment and Opportunity,2017,131,46.15,Mozambique,Sub-Saharan Africa ,1
MOZ,Equality of Opportunity,2017,136,48.8,Mozambique,Sub-Saharan Africa ,1
MOZ,Health and Wellbeing,2017,158,16.53,Mozambique,Sub-Saharan Africa ,1
MOZ,Peace and Security,2017,142,36.36,Mozambique,Sub-Saharan Africa ,1
MOZ,Political Participation,2017,73,59.81,Mozambique,Sub-Saharan Africa ,1
MOZ,Civic Participation,2018,35,58.02,Mozambique,Sub-Saharan Africa ,1
MOZ,Education,2018,146,9.93,Mozambique,Sub-Saharan Africa ,1
MOZ,Employment and Opportunity,2018,130,46.14,Mozambique,Sub-Saharan Africa ,1
MOZ,Equality of Opportunity,2018,142,47.71,Mozambique,Sub-Saharan Africa ,1
MOZ,Health and Wellbeing,2018,158,18.55,Mozambique,Sub-Saharan Africa ,1
